wavelength,AF_CsPbI3,AF_FA0.25Cs0.75PbI3,AF_FA0.5Cs0.5PbI3,AF_FA0.75Cs0.25PbI3,AF_FAPbI3,TF_Cs0.25FA0.75PbI3,TF_Cs0.5FA0.5PbI3,TF_Cs0.75FA0.25PbI3,TF_CsPbI3_avg,TF_CsPbI3_black phase,TF_CsPbI3_yellow phase,TF_FAPbI3
505.46,1511.4470999999999,1222.14762,962.5,606.150292,482.771796,541.262,1193.8226,1148.933,894.87616,473.0,1476.0,1764.7538
507.51,1515.13532,1224.72362,959.2738,605.64678,479.43129799999997,541.1718,1195.7617,1146.3833,892.70514,460.0,1454.0,1767.921
509.56,1522.60074,1233.73414,963.39764,608.43954,478.331454,543.52856,1202.4591,1150.813,895.81805,457.0,1443.0,1776.3259
511.62,1534.98612,1243.22874,960.8881,613.5049839999999,476.26404,546.79816,1213.9487,1158.2977,902.0222,489.0,1448.0,1792.0255
513.68,1548.15848,1256.77782,965.9143,619.13158,474.165776,552.3587,1227.4432,1168.4698,911.0298,475.0,1443.0,1810.8799
515.76,1559.59748,1268.04036,964.52856,625.807512,472.130032,556.6261,1240.22,1179.929,920.54095,476.0,1519.0,1826.6252
517.82,1568.5688,1277.09916,965.09045,629.851634,470.313172,559.6203,1251.9547,1191.1044,929.4271,465.0,1446.0,1841.4031
519.88,1579.0271,1285.78716,963.14526,633.375616,467.40688600000004,563.5303,1262.2859,1200.3604,937.4495,492.0,1494.0,1855.8519
521.94,1588.7483200000001,1293.9463799999999,960.9857,635.587666,465.057618,565.33984,1269.143,1207.4713,943.5509,474.0,1489.0,1864.3655
524.0,1599.0545399999999,1303.03142,960.9167,639.688506,462.751936,568.01154,1278.4851,1215.5693,950.7183,456.0,1495.0,1875.4341
526.07,1612.45282,1314.39302,960.24524,643.23723,460.65703199999996,571.58545,1287.8387,1223.9008,957.97217,493.0,1503.0,1888.764
528.14,1626.3883,1324.9026399999998,955.5357,648.542346,459.55953600000004,574.7697,1300.3722,1235.4875,967.23016,489.0,1486.0,1902.7793
530.21,1640.91506,1337.05908,961.57855,651.8961999999999,458.768286,578.18,1310.3795,1244.858,974.9883,459.0,1530.0,1916.1035
532.28,1679.1812999999997,1371.93242,970.1524,667.0480799999999,463.21798,590.2806,1342.135,1275.6827,998.8887,515.0,1522.0,1956.728
534.34,1716.8607,1404.63254,982.8762,680.93454,467.96684000000005,603.70123,1375.4512,1308.6534,1024.1023,513.0,1627.0,2000.3558
536.42,1784.41604,1461.07586,1007.98096,707.2328279999999,478.959394,624.7894,1427.5641,1358.4645,1062.941,525.0,1696.0,2070.2878
538.48,2088.57874,1722.86698,1132.9857,825.519484,548.829024,730.709,1669.7812,1593.954,1243.0684,633.0,1970.0,2394.997
540.56,3013.5434,2507.14318,1582.9547,1176.26294,767.29858,1031.1028,2382.4775,2284.3733,1769.4905,861.0,2648.0,3326.7385
542.63,4812.32476,4017.4327599999997,2510.6428,1887.0989399999999,1249.3139800000001,1704.7992,3846.9292,3728.7983,2871.9158,1470.0,4239.0,5329.379
544.7,4894.55834,4074.1498999999994,2567.7,1898.3767200000002,1267.90362,1727.5817,3924.8872,3812.6785,2936.3247,1425.0,4246.0,5408.2383
546.78,3961.53682,3247.01898,2153.9856,1478.18374,1022.1994119999999,1382.4982,3189.4006,3110.8848,2393.9255,1173.0,3570.0,4429.2056
548.85,2750.5302199999996,2262.5,1454.9286,1048.834672,702.323762,944.6518,2179.304,2103.158,1633.2457,823.0,2436.0,3089.764
550.93,2524.5581599999996,2070.92736,1334.2142,966.9148660000001,645.461928,867.8457,2002.0686,1931.4235,1504.8485,715.0,2298.0,2849.129
553.0,2301.3262,1884.80168,1212.2285,882.8030200000001,589.8435939999999,793.8588,1824.0604,1760.2125,1375.1298,682.0,2189.0,2620.3105
555.08,1972.5773000000002,1612.32868,1041.1333,754.979474,502.60123400000003,673.5173,1556.6505,1499.8893,1175.894,612.0,1784.0,2255.8918
557.16,1861.7524600000002,1520.27698,977.6905,713.510444,472.487414,631.47327,1459.3293,1406.7809,1104.0436,541.0,1700.0,2129.4438
559.24,1820.7965199999999,1489.74278,954.3452,698.03395,460.479032,616.4003,1424.7985,1373.8002,1078.1224,571.0,1620.0,2081.2979
561.32,1804.6118,1473.80342,949.05237,690.4467400000001,455.76146,609.2626,1407.8403,1359.8002,1065.526,548.0,1651.0,2056.7156
563.4,1799.7059399999998,1471.34686,942.9381,688.132612,452.87895,607.76904,1404.495,1358.6447,1061.879,514.0,1729.0,2049.093
565.48,1793.0606400000001,1468.8966,940.7262,686.3707,449.49485999999996,605.9114,1400.4363,1356.6462,1057.5377,540.0,1643.0,2042.6681
567.56,1784.8746800000001,1464.86296,936.53094,683.16638,446.66535000000005,604.2038,1396.9545,1355.3843,1053.781,488.0,1627.0,2034.9674
569.65,1778.1297600000003,1463.4822399999998,930.619,679.1256719999999,443.72928599999995,603.09125,1396.1724,1356.387,1050.8169,534.0,1681.0,2027.9186
571.73,1787.5462,1472.1047,933.369,680.771834,444.15415599999994,606.2076,1405.8549,1366.5913,1055.1603,524.0,1663.0,2035.1257
573.82,1809.7466,1495.5208200000002,945.77856,687.302426,448.56125599999996,614.2409,1431.5515,1391.0016,1069.0231,542.0,1671.0,2057.4272
575.9,1916.6748400000001,1591.96946,996.2833,724.823398,472.63739999999996,651.09155,1528.2218,1480.509,1130.2467,579.0,1762.0,2166.3445
577.99,2036.07618,1695.6582600000002,1062.6738,764.0821480000001,498.024162,691.1203,1646.2264,1588.1875,1202.9827,596.0,1859.0,2286.059
580.08,2228.4049999999997,1867.38398,1169.4547,832.218716,549.425302,763.44214,1826.214,1752.2997,1315.599,670.0,1996.0,2499.9153
582.16,2304.53832,1940.5343,1206.1881,860.089408,564.086312,789.6053,1926.7015,1831.1674,1365.1713,719.0,2081.0,2569.9148
584.26,2402.29892,2027.6960800000002,1269.4452,889.667418,590.92127,829.6031,2040.7499,1926.52,1425.3864,728.0,2154.0,2688.2942
586.34,2471.60792,2104.666,1289.2167,915.5138380000001,603.776304,851.60284,2129.6238,1992.3019,1465.5228,718.0,2171.0,2753.7732
588.43,2456.3903,2082.62372,1303.2119,902.1057360000001,603.0044340000001,852.2679,2154.346,2007.2258,1468.1008,715.0,2312.0,2751.7795
590.53,2195.66524,1869.3912400000002,1159.7357,807.519998,536.062032,755.0439,1946.6571,1795.3439,1310.1382,649.0,2036.0,2461.232
592.62,2298.0928200000003,1967.0209200000002,1213.488,838.93018,561.779618,793.31006,2040.2792,1880.9032,1365.5891,690.0,2130.0,2584.8403
594.72,2065.9103,1766.37908,1092.7,752.989974,501.998118,709.40894,1870.6251,1715.9352,1243.0481,594.0,1959.0,2330.475
596.81,1956.5576399999998,1676.22484,1033.3191,715.4182619999999,474.588736,668.47736,1771.8469,1617.6216,1170.1165,541.0,1732.0,2208.8018
598.9,2079.17572,1789.4748800000002,1097.3928,757.650032,506.198272,715.1628,1880.1799,1721.7861,1240.3064,588.0,1913.0,2350.9148
601.0,1986.0662,1703.2118600000001,1049.3477,721.6537900000001,481.70891199999994,681.7922,1813.4456,1662.2458,1193.8813,575.0,1846.0,2248.6199
603.1,1872.6994599999998,1609.52662,988.88574,681.86826,453.532464,641.25244,1712.1802,1569.0033,1124.8763,534.0,1730.0,2124.5247
605.19,1904.6616399999998,1638.90678,1003.2143,691.2359140000001,460.943774,651.90594,1740.357,1599.7538,1143.8368,550.0,1777.0,2156.8376
607.3,2057.47874,1771.31504,1083.3762,745.283428,494.590656,699.4591,1870.4849,1725.4928,1230.7659,577.0,1866.0,2297.181
609.4,3442.3728,3007.4536200000002,1680.0024,1248.9408799999999,783.742248,1138.6761,3069.3157,2867.9968,2034.1517,1001.0,2920.0,3595.02
611.5,6254.5292,5379.784900000001,3500.431,2163.46168,1550.79338,2242.7676,5403.8325,5179.5327,3645.2092,1717.0,5266.0,6921.2837
613.6,3738.28956,3220.0963,1945.1333,1308.89912,882.143968,1296.2495,3442.2783,3289.3806,2308.403,1078.0,3358.0,4070.2783
615.7,2735.42716,2355.1223600000003,1445.2095,965.789904,655.1750920000001,949.7907,2500.6013,2374.2239,1665.1237,774.0,2515.0,3044.1401
617.81,2248.42256,1943.90138,1176.5571,804.98382,538.611874,779.1694,2065.2615,1954.0558,1368.2028,653.0,1985.0,2523.4072
619.9,2221.21328,1920.5230800000002,1170.3643,794.4717499999999,535.285124,775.60443,2032.8861,1929.819,1346.603,675.0,1989.0,2501.9197
622.02,2158.15808,1866.02608,1138.8715,769.209664,518.699384,754.2113,1985.9753,1891.3348,1312.6222,663.0,1951.0,2431.236
624.12,2071.31318,1797.5031600000002,1096.4309,737.156228,497.34328999999997,724.14575,1914.5067,1825.7032,1260.1022,636.0,1884.0,2339.4368
626.22,1997.4067,1730.5188000000003,1052.8239,708.99226,478.34474600000004,697.26154,1856.4608,1772.4758,1216.5486,637.0,1767.0,2252.887
628.33,1992.14492,1730.80086,1046.1167,707.598172,474.59117000000003,695.0068,1863.0675,1779.4497,1213.8646,616.0,1836.0,2236.6282
630.44,2170.27128,1887.2853200000002,1161.2428,764.02596,525.173708,771.29913,2016.6321,1935.1299,1310.9896,703.0,1960.0,2458.531
632.55,1888.3571799999997,1635.94022,993.09283,667.0414800000001,450.66418400000003,665.8155,1812.0223,1736.126,1168.7743,565.0,1722.0,2135.5576
634.66,1672.54776,1452.57644,887.14764,597.207328,403.428818,590.3458,1613.8129,1539.589,1030.0778,523.0,1551.0,1909.8733
636.77,1631.44372,1415.85,874.2714,580.668098,393.765148,575.92615,1580.3518,1509.8906,1003.48846,529.0,1494.0,1862.2484
638.88,1599.42416,1386.87202,865.65955,568.006408,388.18746999999996,564.59973,1556.3735,1491.1195,984.942,506.0,1473.0,1822.6033
640.99,1587.63608,1372.66842,864.1429,563.25774,385.173774,560.7047,1547.5756,1486.8185,976.2617,526.0,1459.0,1805.6843
643.1,1586.4212400000001,1369.0895,863.6405,560.609488,385.189894,559.97577,1547.517,1492.1018,974.9206,509.0,1494.0,1801.1328
645.22,1581.12954,1363.15676,863.6881,558.4389659999999,384.108146,558.3181,1544.1509,1495.7332,971.7939,480.0,1426.0,1791.3026
647.34,1570.6589800000002,1352.3040999999998,863.16907,554.0946799999999,381.777452,554.6606,1535.959,1493.5455,965.3352,498.0,1456.0,1776.4229
649.45,1618.0413800000001,1394.30024,890.11664,569.029224,393.69815,573.89795,1577.049,1540.545,992.2785,540.0,1445.0,1829.0375
651.57,1611.99632,1386.09522,889.93097,565.3502540000001,391.620084,572.44196,1577.5703,1548.8188,992.57635,492.0,1480.0,1818.9689
653.68,1545.58334,1319.88566,865.4143,538.184162,378.237902,545.3426,1506.1388,1480.8092,945.0024,455.0,1389.0,1735.7833
655.8,1508.40968,1283.34094,849.7381,522.60581,372.09376199999997,529.3723,1464.8856,1445.0275,918.0759,453.0,1353.0,1683.2107
657.92,1500.46458,1271.5452,848.6667,516.797556,371.104304,526.6473,1452.6205,1437.244,909.7537,442.0,1325.0,1668.3734
660.04,1493.5124799999999,1261.36112,841.94525,511.52584800000005,368.160646,522.45685,1442.91,1431.8911,903.6649,433.0,1357.0,1647.2094
662.16,1531.7432199999998,1286.15272,868.2714,520.408188,378.54968399999996,536.2971,1464.8346,1459.4205,917.37854,496.0,1363.0,1683.6366
664.28,1499.6324,1250.2662400000002,849.58093,506.67484399999995,371.357514,520.6913,1433.4408,1430.7427,896.50507,410.0,1350.0,1629.0145
666.41,1481.6646,1227.4641,844.9381,495.680892,369.440996,511.46393,1401.8666,1402.1603,876.07007,437.0,1306.0,1595.5562
668.53,1479.73694,1217.0990399999998,840.7357,492.02385000000004,369.533484,508.80313,1391.803,1394.9496,869.69403,420.0,1279.0,1580.938
670.65,1473.06802,1203.93488,835.01666,487.34895800000004,367.89027999999996,504.2118,1377.458,1383.699,860.23236,438.0,1282.0,1561.0131
672.78,1470.5968799999998,1195.49236,834.61664,483.802318,366.72422800000004,501.80466,1368.249,1376.1552,853.99054,393.0,1267.0,1547.6272
674.9,1474.6747599999999,1189.61698,829.4024,482.43919800000003,365.14939,500.6024,1364.9609,1375.1263,851.6945,417.0,1220.0,1539.3179
677.03,1485.9883,1190.52692,828.85236,484.404926,366.108,504.154,1369.2401,1380.9683,854.7321,434.0,1252.0,1543.7083
679.16,1496.973,1191.60646,830.3357,485.869378,366.936382,506.71417,1372.9686,1386.1985,857.1939,446.0,1270.0,1545.1508
681.29,1497.8687400000001,1183.3863,825.5738,483.358792,365.8045,505.53857,1365.675,1381.2948,853.3411,442.0,1240.0,1533.7561
683.42,1492.42922,1170.1207,823.91907,477.46900000000005,364.55769399999997,500.40088,1348.9976,1365.9889,844.40607,459.0,1299.0,1513.5271
685.54,1501.89626,1171.18994,827.00714,476.09781599999997,366.560406,501.39243,1347.3466,1365.5939,845.4799,448.0,1178.0,1507.09
687.68,1521.0247,1181.79058,846.2286,478.387638,373.446366,508.5611,1352.5603,1371.2987,851.35095,447.0,1254.0,1522.2614
689.81,1477.9905800000001,1141.76852,821.9,460.299186,365.551026,485.2026,1299.4319,1320.3707,822.95233,411.0,1199.0,1448.3818
691.94,1471.8211,1131.3261,821.61426,454.67082199999993,365.875378,476.70303,1272.3008,1299.4958,813.4271,417.0,1186.0,1417.4419
694.08,1473.2607,1133.6493,829.1262,454.470498,369.496472,477.57333,1262.743,1296.9047,818.5893,447.0,1136.0,1411.9144
696.21,1438.44096,1105.95908,809.0381,444.43451999999996,363.20536400000003,460.69846,1226.2928,1269.241,809.18915,440.0,1228.0,1357.3909
698.34,1428.18326,1100.4843,810.1214,443.50195999999994,362.108526,453.59143,1211.8613,1262.82,816.4218,453.0,1177.0,1331.5702
700.48,1419.15052,1099.71242,811.06903,444.02036799999996,364.169634,449.022,1207.8936,1263.6931,833.9324,474.0,1227.0,1310.6624
702.62,1419.99052,1107.8207200000002,816.9881,448.56854999999996,366.933012,448.7322,1214.6171,1272.6077,862.6989,504.0,1182.0,1302.478
704.76,1459.4365,1147.39128,840.96906,464.026142,378.889326,463.83334,1254.3563,1315.283,920.70105,557.0,1254.0,1335.7168
706.9,1533.4777,1218.52818,900.8786,489.280432,401.680692,496.55988,1320.9908,1385.0143,1004.9919,629.0,1385.0,1417.1022
709.04,1519.7653999999998,1212.04432,899.2976,488.74311,402.474642,493.54276,1321.1824,1386.8429,1044.4446,674.0,1342.0,1400.0939
711.18,1478.9193,1182.5214,869.58093,478.90844799999996,394.170044,480.7593,1292.7417,1357.8242,1065.628,768.0,1422.0,1358.6829
713.32,1427.2934,1145.11656,848.88336,467.578694,385.135212,469.93298,1262.242,1325.4368,1084.308,827.0,1384.0,1325.063
715.46,1351.83026,1088.228,809.0619,449.58872199999996,369.981812,446.52304,1206.0653,1267.8228,1084.5536,880.0,1354.0,1256.8864
717.6,1333.01098,1078.81384,803.56665,447.73827,367.886092,445.17935,1195.4248,1257.2543,1123.4144,912.0,1398.0,1247.5427
719.74,1321.76798,1074.5031999999999,804.1881,445.99480000000005,367.26904,445.07034,1193.0192,1254.539,1168.1849,1014.0,1405.0,1243.664
721.89,1314.68356,1070.9412,800.93335,445.276232,366.66033600000003,445.06592,1190.7122,1252.3231,1212.7776,1064.0,1480.0,1239.2305
724.04,1308.51592,1068.09476,799.95,445.85990000000004,368.310178,446.38693,1190.1698,1252.3286,1254.4602,1119.0,1502.0,1237.3376
726.18,1300.81826,1066.1342,800.9738,446.84939,368.716608,446.9718,1189.2014,1251.3619,1290.8599,1183.0,1533.0,1234.4646
728.32,1295.7855599999998,1064.99062,802.7524,448.002722,369.305942,448.19943,1188.0669,1251.847,1321.1931,1227.0,1549.0,1233.2952
730.48,1287.685,1061.6225399999998,802.5833,447.745928,369.38968800000004,449.21918,1186.5354,1249.9785,1344.2994,1307.0,1548.0,1230.0112
732.62,1281.76406,1058.58968,799.381,447.883464,369.340844,449.65387,1183.9487,1250.2006,1362.1979,1257.0,1598.0,1226.8396
734.78,1276.94204,1056.84895,800.9548,448.597548,369.42131800000004,450.92624,1183.2971,1249.4435,1374.7234,1401.0,1540.0,1224.3353
736.92,1270.6251399999999,1054.493328,804.19525,449.44531800000004,370.175426,451.78888,1182.2701,1248.3143,1383.2499,1330.0,1553.0,1222.1298
739.08,1268.49064,1054.956028,802.28094,450.60738599999996,371.21804000000003,453.30768,1181.3938,1249.2345,1388.3041,1378.0,1563.0,1220.5654
741.23,1266.60548,1055.3764,804.8738,451.19709,372.846966,454.93115,1181.7865,1251.3547,1392.4415,1358.0,1572.0,1221.4587
743.38,1260.8460200000002,1054.46758,808.6619,452.795344,372.668544,456.1658,1181.8032,1252.7972,1393.8196,1342.0,1592.0,1219.5542
745.54,1253.99986,1050.982252,809.39764,452.513568,373.05339399999997,456.35965,1179.7329,1251.5189,1391.9458,1407.0,1606.0,1215.6971
747.69,1249.63488,1050.8965199999998,813.2262,453.17942000000005,374.79977399999996,456.83887,1178.1195,1251.3564,1389.036,1392.0,1590.0,1212.03
749.84,1243.55628,1052.12668,816.8786,453.957002,375.540784,458.74744,1177.6598,1252.3452,1387.274,1418.0,1631.0,1209.9913
752.0,1242.5171599999999,1051.10844,821.4143,454.93181999999996,376.75865000000005,459.54843,1178.3333,1254.5958,1385.6235,1373.0,1556.0,1208.3655
754.16,1237.73744,1051.68585,828.369,456.676108,377.924396,460.77356,1178.2474,1255.358,1381.396,1427.0,1544.0,1206.0885
756.32,1234.5395400000002,1053.91066,838.05237,457.817124,381.23667,463.22885,1180.8578,1258.8424,1380.0647,1417.0,1559.0,1205.2819
758.48,1241.72324,1061.34968,855.01666,462.56339399999996,386.015216,469.3706,1190.5721,1269.2499,1385.4148,1397.0,1564.0,1213.6986
760.64,1244.1985,1067.47188,871.7286,464.954212,389.096728,474.42435,1196.1011,1277.2999,1386.3231,1339.0,1609.0,1216.2631
762.8,1225.38416,1056.74722,876.5214,463.02628000000004,389.40029999999996,472.35794,1185.8958,1265.7396,1369.6681,1436.0,1617.0,1201.0073
764.96,1220.22686,1059.11048,891.89764,465.85149600000005,392.04595800000004,477.36215,1187.676,1267.4056,1365.7439,1323.0,1494.0,1198.7692
767.12,1215.03096,1060.79644,913.619,468.280744,396.2448,483.29446,1191.3622,1272.5292,1363.7458,1336.0,1538.0,1197.9211
769.28,1217.71152,1065.47244,937.48096,472.037584,400.46038,492.33655,1196.7651,1277.4779,1361.9482,1371.0,1527.0,1199.2778
771.45,1212.2891,1067.97446,961.131,474.16156,404.82689799999997,500.93903,1199.1263,1279.9418,1358.1421,1326.0,1498.0,1197.5717
773.61,1204.76462,1070.4948319999999,993.1071,477.11606,409.574458,512.431,1202.8433,1283.3967,1353.9625,1383.0,1499.0,1196.3403
775.78,1203.1089,1074.74486,1030.1024,480.88739999999996,415.6962219999999,526.762,1207.385,1286.5468,1350.2334,1322.0,1526.0,1194.0442
777.94,1195.90382,1078.51918,1068.5834,484.053414,422.397678,544.93097,1212.3949,1290.225,1346.8011,1307.0,1556.0,1194.1962
780.11,1194.6857400000001,1084.15869,1113.9452,488.686274,432.046302,565.09753,1218.736,1295.7454,1343.5837,1401.0,1487.0,1194.0988
